"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Dinosauria&taxon_reso=species&idqual=certain&pres=regular&interval=Triassic,Cretaceous&show=acconly"
"Access Time","Wed 2019-06-12 10:22:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Dinosauria"
"","idreso","species"
"","idqual","certain"
"","interval","Triassic,Cretaceous"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","acconly"
"Elapsed Time","0.428"
"Records Found","3189"
"Records Returned","3189"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1066331","occ","","","131868","Utahceratops gettyi","species","243365","Late Campanian","","83.5","70.6","42508"
"1066333","occ","","","131870","Talos sampsoni","species","243379","Late Campanian","","83.5","70.6","42510"
"1066587","occ","35700","","127272","Acantholipan gonzalezi","species","377304","Campanian","","83.6","72.1","66935"
"1069112","occ","","","132347","Bicentenaria argentina","species","244994","Early Cenomanian","","99.6","93.5","42624"
"1069459","occ","","","132487","Microraptor hanqingi","species","245206","Aptian","","125","113","42681"
"1070037","occ","","","132600","Hexing qingyi","species","245416","Late Barremian","Early Aptian","130","122.46","42711"
"1070319","occ","","","53893","Batyrosaurus rozhdestvenskyi","species","245644","Santonian","Early Campanian","86.3","70.6","42720"
"1071228","occ","","","132934","Sapeornis chaoyangensis","species","119249","Early Aptian","","125.45","122.46","42794"
"1071601","occ","","","98623","Pampadromaeus barberenai","species","243373","Carnian","Norian","237","208.5","42509"
"1071680","occ","","","133038","Martharaptor greenriverensis","species","246319","Early Aptian","","125.45","122.46","42836"
"1072625","occ","","","133219","Intiornis inexpectatus","species","199759","Campanian","","83.6","72.1","37591"
"1074934","occ","","","133668","Suchomimus tenerensis","species","53368","Aptian","Albian","125","100.5","43082"
"1074963","occ","","","48722","Mochlodon vorosi","species","247794","Santonian","","86.3","83.6","43083"
"1075396","occ","","","133789","Mei long","species","68250","Valanginian","Hauterivian","139.8","129.4","43150"
"1079572","occ","","","98449","Shengjingornis yangi","species","249031","Aptian","","125","113","43329"
"1079903","occ","","","55364","Alnashetri cerropoliciensis","species","249148","Early Cenomanian","","99.6","93.5","43343"
"1080706","occ","29130","","135639","Sauroniops pachytholus","species","249376","Cenomanian","","100.5","93.9","43380"
"1080889","occ","","","135648","Camarillasaurus cirugedae","species","249476","Early Barremian","","130","125.45","43381"
"1081354","occ","","","135739","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","43426"
"1081373","occ","","","135740","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","43426"
"1081391","occ","","","135741","Parksosaurus warreni","species","52895","Early Maastrichtian","","70.6","66","43426"
"1081392","occ","","","135741","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","43426"
"1081412","occ","","","135743","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","43426"
"1081719","occ","","","135811","Xenoceratops foremostensis","species","249799","Middle Campanian","","83.5","70.6","43464"
"1086972","occ","","","59128","Callovosaurus leedsi","species","64515","Middle Callovian","","164.7","161.2","14155"
"1088262","occ","27967","","136754","Proa valdearinnoensis","species","253832","Early Albian","","112.03","109","44077"
"1089127","occ","27847","","136890","Nyasasaurus parringtoni","species","251932","Anisian","","247.2","242","43766"
"1089130","occ","","","136891","Nyasasaurus parringtoni","species","251932","Anisian","","247.2","242","6969"
"1091395","occ","","","59887","Gargantuavis philoinos","species","65146","Late Campanian","Early Maastrichtian","83.5","66","43870"
"1091842","occ","","","24883","Dashanpusaurus dongi","species","171377","Bajocian","Callovian","170.3","163.5","43887"
"1092062","occ","","","85486","Pegomastax africanus","species","248278","Hettangian","Sinemurian","201.3","190.8","25375"
"1092063","occ","","","49394","Heterodontosaurus tucki","species","52902","Hettangian","Sinemurian","201.3","190.8","43932"
"1092070","occ","","","49501","Yunnanosaurus huangi","species","56629","Hettangian","","201.3","199.3","43938"
"1092071","occ","","","49501","Sinosaurus triassicus","species","64287","Hettangian","","201.3","199.3","43938"
"1092073","occ","","","49501","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","14780"
"1092249","occ","","","49773","Sinosaurus triassicus","species","64287","Sinemurian","","199.3","190.8","12547"
"1092250","occ","","","71803","Sinosaurus triassicus","species","64287","Hettangian","Sinemurian","201.3","190.8","43938"
"1092251","occ","32331","","59348","Lufengosaurus huenei","species","56597","Sinemurian","","199.3","190.8","14373"
"1092253","occ","","","49773","Yunnanosaurus huangi","species","56629","Sinemurian","","199.3","190.8","12539"
"1092254","occ","","","49503","Yunnanosaurus huangi","species","56629","Hettangian","","201.3","199.3","14781"
"1092255","occ","","","47081","Yunnanosaurus huangi","species","56629","Sinemurian","","199.3","190.8","43938"
"1092256","occ","","","49773","Yunnanosaurus robustus","species","64403","Sinemurian","","199.3","190.8","43938"
"1092267","occ","","","59348","Sinosaurus triassicus","species","64287","Sinemurian","","199.3","190.8","43938"
"1092269","occ","","","49775","Sinosaurus triassicus","species","64287","Sinemurian","","199.3","190.8","43938"
"1092776","occ","27921","","137532","Astrophocaudia slaughteri","species","253237","Early Albian","","112.03","109","42808"
"1092855","occ","","","137562","Deinonychus antirrhopus","species","54555","Albian","","113","100.5","44000"
"1092870","occ","","","137566","Deinonychus antirrhopus","species","54555","Aptian","Albian","125","100.5","44000"
"1092872","occ","","","137566","Microvenator celer","species","65860","Aptian","Albian","125","100.5","44000"
"1092919","occ","","","137567","Deinonychus antirrhopus","species","54555","Aptian","Albian","125","100.5","44000"
"1092926","occ","","","137567","Tenontosaurus tilletti","species","52887","Aptian","Albian","125","100.5","44000"
"1092927","occ","","","137567","Sauropelta edwardsorum","species","52789","Aptian","Albian","125","100.5","44000"
"1092985","occ","","","137577","Deinonychus antirrhopus","species","54555","Aptian","Albian","125","100.5","44000"
"1092992","occ","","","137577","Sauropelta edwardsorum","species","52789","Aptian","Albian","125","100.5","44000"
"1093070","occ","","","137604","Deinonychus antirrhopus","species","54555","Aptian","Albian","125","100.5","44000"
"1093086","occ","","","137607","Deinonychus antirrhopus","species","54555","Aptian","","125","113","44000"
"1093087","occ","","","137607","Tenontosaurus tilletti","species","52887","Aptian","","125","113","44000"
"1093113","occ","","","137611","Deinonychus antirrhopus","species","54555","Aptian","","125","113","44000"
"1093128","occ","","","137617","Tenontosaurus tilletti","species","52887","Aptian","Albian","125","100.5","44000"
"1093504","occ","","","137722","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","42536"
"1093548","occ","","","137728","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","42536"
"1093821","occ","","","137832","Zuolong salleei","species","179005","Oxfordian","","163.5","157.3","35401"
"1093822","occ","","","137833","Teratophoneus curriei","species","176781","Late Campanian","","83.5","70.6","35113"
"1093826","occ","","","94372","Machairasaurus leptonychus","species","174101","Campanian","","83.6","72.1","34573"
"1093827","occ","","","137835","Haplocheirus sollers","species","162353","Oxfordian","","163.5","157.3","34573"
"1093936","occ","31108","","127666","Amtocephale gobiensis","species","267680","Cenomanian","Turonian","100.5","89.8","46741"
"1093937","occ","35680","","137858","Gobihadros mongoliensis","species","385122","Cenomanian","Santonian","100.5","83.6","68688"
"1093941","occ","35682","","137859","Gobihadros mongoliensis","species","385122","Cenomanian","Santonian","100.5","83.6","68688"
"1095295","occ","","","47059","Trinisaura santamartaensis","species","255010","Late Campanian","","83.5","70.6","44203"
"1095550","occ","","","105772","Sulcavis geeorum","species","255056","Aptian","","125","113","44215"
"1095854","occ","","","118207","Archaeorhynchus spathula","species","137384","Early Aptian","","125.45","122.46","44274"
"1096564","occ","","","138442","Allosaurus europaeus","species","94354","Late Kimmeridgian","Early Tithonian","155.7","145","19890"
"1097931","occ","","","106306","Eosinopteryx brevipenna","species","255865","Late Bathonian","Early Kimmeridgian","167.7","150.8","44398"
"1098123","occ","29955","","91397","Zby atlanticus","species","294728","Late Kimmeridgian","Early Tithonian","155.7","145","51084"
"1098567","occ","","","39266","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098568","occ","","","55268","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098569","occ","","","138731","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098570","occ","","","138732","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098571","occ","","","32366","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098572","occ","","","55269","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098573","occ","","","138733","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098574","occ","","","138734","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098575","occ","","","138735","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098576","occ","","","46894","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098577","occ","","","91206","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098578","occ","","","138737","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098580","occ","","","138738","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098581","occ","","","84841","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098582","occ","","","138739","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098583","occ","","","138740","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098584","occ","","","138741","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098585","occ","","","138742","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098586","occ","","","118203","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098587","occ","","","138743","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098588","occ","","","138744","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098589","occ","","","138745","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1098590","occ","","","138746","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","44450"
"1099037","occ","31478","","138835","Parasaurolophus tubicen","species","64355","Late Campanian","","83.5","70.6","55658"
"1099040","occ","","","138836","Ojoraptorsaurus boerei","species","256491","Early Maastrichtian","","70.6","66","44515"
"1100654","occ","28129","","138968","Epichirostenotes curriei","species","256493","Late Campanian","","83.5","70.6","44515"
"1100747","occ","","","138980","Oohkotokia horneri","species","257758","Late Campanian","","83.5","70.6","44665"
"1106460","occ","","","48864","Telmatosaurus transsylvanicus","species","68153","Maastrichtian","","72.1","66","46006"
"1106462","occ","","","139922","Plateosaurus elizae","species","57417","Rhaetian","","208.5","201.3","45243"
"1106820","occ","","","137680","Thecodontosaurus latespinatus","species","57413","Ladinian","","242","237","16920"
"1106821","occ","","","96435","Thecodontosaurus primus","species","57412","Anisian","","247.2","242","16920"
"1106822","occ","","","137641","Thecodontosaurus latespinatus","species","57413","Anisian","","247.2","242","16920"
"1107994","occ","","","140198","Tianchisaurus nedegoapeferima","species","54870","Middle Jurassic","","174.1","163.5","9265"
"1107999","occ","","","140200","Klamelisaurus gobiensis","species","66627","Callovian","","166.1","163.5","13896"
"1108351","occ","","","140254","Sanpasaurus yaoi","species","65644","Toarcian","","182.7","174.1","45328"
"1108354","occ","","","140255","Sanpasaurus yaoi","species","65644","Toarcian","","182.7","174.1","45328"
"1108355","occ","","","140256","Sanpasaurus yaoi","species","65644","Toarcian","","182.7","174.1","45328"
"1108752","occ","","","127186","Ningyuansaurus wangi","species","261036","Barremian","Aptian","129.4","113","45405"
"1109919","occ","","","28006","Mantellisaurus atherfieldensis","species","64255","Late Barremian","","130","125.45","45545"
"1110940","occ","29209","","140711","Normanniasaurus genceyi","species","280185","Late Albian","","105.3","99.6","48471"
"1112358","occ","","","52032","Coloradisaurus brevis","species","66680","Norian","","228","208.5","45763"
"1113002","occ","","","141185","Rhabdodon priscus","species","96110","Late Maastrichtian","","70.6","66","45823"
"1113010","occ","","","141187","Rhabdodon priscus","species","96110","Late Campanian","Early Maastrichtian","83.5","66","45823"
"1114162","occ","","","68153","Austrosaurus mckillopi","species","55571","Late Albian","Early Cenomanian","105.3","93.5","45868"
"1116242","occ","","","48864","Rhabdodon priscus","species","96110","Maastrichtian","","72.1","66","46006"
"1116243","occ","","","55387","Titanosaurus indicus","species","54171","Early Maastrichtian","","70.6","66","46006"
"1116593","occ","","","141578","Austroraptor cabazai","species","138548","Late Campanian","Early Maastrichtian","83.5","66","46024"
"1116645","occ","","","141601","Rhabdodon priscus","species","96110","Late Campanian","","83.5","70.6","46006"
"1123288","occ","","","142325","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","46207"
"1123291","occ","","","142326","Troodon formosus","species","54818","Maastrichtian","","72.1","66","46207"
"1123325","occ","","","142335","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","46207"
"1123326","occ","","","142336","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","46207"
"1123327","occ","","","142337","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","46207"
"1123584","occ","","","142334","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","157.3","145","46207"
"1123586","occ","","","25141","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","157.3","145","46207"
"1123587","occ","","","142326","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","46207"
"1123592","occ","","","21852","Stegosaurus ungulatus","species","52985","Early Tithonian","","150.8","145","46207"
"1123609","occ","28471","","128559","Edmontosaurus annectens","species","54239","Late Maastrichtian","","70.6","66","46207"
"1124574","occ","31594","","142497","Gryposaurus latidens","species","57630","Late Santonian","Early Campanian","85.8","70.6","10628"
"1124576","occ","","","142499","Corythosaurus casuarius","species","56403","Campanian","","83.6","72.1","12319"
"1126045","occ","","","47155","Ostafrikasaurus crassiserratus","species","265582","Tithonian","","152.1","145","46348"
"1126074","occ","","","59410","Magyarosaurus dacus","species","64331","Late Campanian","Early Maastrichtian","83.5","66","46352"
"1126121","occ","","","97945","Ganzhousaurus nankangensis","species","265587","Maastrichtian","","72.1","66","46367"
"1127205","occ","","","143007","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","46376"
"1127409","occ","","","143113","Dahalokely tokana","species","265641","Turonian","","93.9","89.8","46390"
"1127540","occ","","","58168","Paronychodon asiaticus","species","265662","Middle Turonian","Late Turonian","93.5","89.3","46400"
"1127541","occ","","","58168","Richardoestesia asiatica","species","265663","Middle Turonian","Late Turonian","93.5","89.3","46400"
"1130174","occ","","","26779","Judiceratops tigris","species","266208","Middle Campanian","","83.5","70.6","46503"
"1130183","occ","","","143522","Leptorhynchos gaddisi","species","266220","Late Campanian","","83.5","70.6","46506"
"1134243","occ","","","144354","Aorun zhaoi","species","267167","Callovian","","166.1","163.5","46671"
"1134765","occ","","","144510","Albertadromeus syntarsus","species","267488","Campanian","","83.6","72.1","46723"
"1134861","occ","","","76714","Stegoceras novomexicanum","species","267681","Late Campanian","","83.5","70.6","46742"
"1134862","occ","","","144518","Stegoceras novomexicanum","species","267681","Campanian","","83.6","72.1","46742"
"1134863","occ","","","144519","Stegoceras novomexicanum","species","267681","Campanian","","83.6","72.1","46742"
"1134864","occ","","","144520","Stegoceras novomexicanum","species","267681","Late Campanian","","83.5","70.6","46742"
"1134933","occ","","","144535","Yueosaurus tiantaiensis","species","267715","Albian","Cenomanian","113","93.9","46757"
"1134937","occ","30779","","11899","Anodontosaurus lambei","species","63440","Early Maastrichtian","","70.6","66","46759"
"1134942","occ","35055","","64630","Anodontosaurus lambei","species","63440","Early Maastrichtian","","70.6","66","46759"
"1134969","occ","35044","","135807","Euoplocephalus tutus","species","52912","Late Campanian","","83.5","70.6","66472"
"1134977","occ","35045","","144551","Scolosaurus thronus","species","374252","Campanian","","83.6","72.1","66472"
"1134980","occ","","","94370","Anodontosaurus lambei","species","63440","Early Maastrichtian","","70.6","66","46759"
"1134990","occ","","","144561","Anodontosaurus lambei","species","63440","Early Maastrichtian","","70.6","66","46759"
"1135009","occ","","","125521","Acrotholus audeti","species","267729","Late Santonian","","85.8","83.5","46763"
"1135111","occ","","","92806","Yanornis guozhangi","species","267752","Barremian","Early Aptian","129.4","122.46","46720"
"1135907","occ","","","144728","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","46839"
"1137186","occ","","","144963","Yunmenglong ruyangensis","species","268507","Aptian","Albian","125","100.5","46915"
"1138013","occ","","","145095","Wulatelong gobiensis","species","268664","Campanian","","83.6","72.1","46931"
"1139779","occ","","","106306","Aurornis xui","species","269468","Late Bathonian","Early Kimmeridgian","167.7","150.8","46983"
"1139809","occ","","","145247","Jianchangosaurus yixianensis","species","269471","Early Aptian","","125.45","122.46","46984"
"1141920","occ","","","145482","Bravoceratops polyphemus","species","269817","Late Campanian","Early Maastrichtian","83.5","66","47025"
"1144205","occ","","","145659","Nebulasaurus taito","species","270396","Aalenian","Bajocian","174.1","168.3","47105"
"1147452","occ","","","146261","Dacentrurus armatus","species","52989","Kimmeridgian","Tithonian","157.3","145","47244"
"1151788","occ","","","147070","Gannansaurus sinensis","species","273050","Maastrichtian","","72.1","66","47488"
"1151789","occ","","","147071","Xinghaiornis lini","species","273052","Early Aptian","","125.45","122.46","47489"
"1151791","occ","","","147072","Dongyangopelta yangyanensis","species","273055","Albian","Cenomanian","113","93.9","47490"
"1152347","occ","","","147178","Overosaurus paradasorum","species","273093","Santonian","","86.3","83.6","47497"
"1153480","occ","","","147575","Tataouinea hannibalis","species","273397","Early Albian","","112.03","109","47523"
"1163780","occ","","","145095","Linhenykus monodactylus","species","175494","Campanian","","83.6","72.1","47948"
"1163955","occ","","","147070","Jiangxisaurus ganzhouensis","species","276173","Maastrichtian","","72.1","66","47959"
"1163999","occ","","","149712","Thecodontosaurus minimus","species","133364","Hettangian","Sinemurian","201.3","190.8","28154"
"1165712","occ","","","117203","Europasaurus holgeri","species","81697","Late Kimmeridgian","","155.7","150.8","48032"
"1167503","occ","","","150275","Zhouornis hani","species","277340","Aptian","","125","113","48071"
"1168342","occ","","","150366","Bolong yixianensis","species","173566","Early Aptian","","125.45","122.46","48107"
"1170329","occ","","","133004","Struthiomimus altus","species","57268","Late Campanian","","83.5","70.6","25127"
"1170334","occ","","","150749","Struthiomimus altus","species","57268","Campanian","","83.6","72.1","25127"
"1171179","occ","","","150933","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","12319"
"1171574","occ","","","45878","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","12319"
"1171642","occ","","","150978","Corythosaurus casuarius","species","56403","Campanian","","83.6","72.1","12319"
"1171646","occ","","","11899","Saurolophus osborni","species","53386","Early Maastrichtian","","70.6","66","12319"
"1172079","occ","","","117986","Xianshanosaurus shijiagouensis","species","202273","Cenomanian","Turonian","100.5","89.8","37927"
"1177107","occ","","","151677","Normanniasaurus genceyi","species","280185","Early Albian","Middle Albian","112.03","105.3","48471"
"1178720","occ","","","62293","Changmaornis houi","species","280542","Aptian","","125","113","48528"
"1178721","occ","","","62293","Yumenornis huangi","species","280544","Aptian","","125","113","48528"
"1179352","occ","","","151952","Yunganglong datongensis","species","280676","Cenomanian","Santonian","100.5","83.6","48567"
"1179394","occ","","","14526","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","48569"
"1179406","occ","","","14489","Leptorhynchos gaddisi","species","266220","Judithian","","83.5","70.6","46506"
"1181607","occ","","","152253","Katepensaurus goicoecheai","species","282474","Cenomanian","Turonian","100.5","89.8","48949"
"1181627","occ","","","53050","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","48570"
"1181628","occ","","","53049","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","48570"
"1181629","occ","30885","","152258","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.5","70.6","48570"
"1181630","occ","","","152259","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.5","70.6","48570"
"1181701","occ","","","53050","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","48570"
"1181723","occ","","","24894","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","48570"
"1181724","occ","","","76030","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","48570"
"1181725","occ","","","53050","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","48570"
"1181773","occ","","","22697","Zapsalis abradens","species","65357","Late Campanian","","83.5","70.6","48570"
"1181774","occ","","","24894","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","48570"
"1181797","occ","","","152279","Dromaeosaurus albertensis","species","54550","Middle Campanian","","83.5","70.6","48570"
"1181798","occ","","","152270","Atrociraptor marshalli","species","132126","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181799","occ","","","152268","Atrociraptor marshalli","species","132126","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181800","occ","","","152271","Atrociraptor marshalli","species","132126","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181804","occ","","","152279","Saurornitholestes langstoni","species","54556","Middle Campanian","","83.5","70.6","48570"
"1181807","occ","","","76752","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","48570"
"1181809","occ","","","24894","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","48570"
"1181810","occ","","","46958","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","48570"
"1182422","occ","","","152397","Acheroraptor temertyorum","species","283586","Late Maastrichtian","","70.6","66","49049"
"1182424","occ","34417","","128461","Triceratops prorsus","species","63770","Lancian","","70.6","66","49054"
"1182425","occ","34416","","152399","Triceratops prorsus","species","63770","Maastrichtian","","72.1","66","49054"
"1183758","occ","","","152628","Siats meekerorum","species","283701","Cenomanian","","100.5","93.9","49074"
"1183821","occ","31190","","152639","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","49177"
"1185312","occ","","","136754","Europelta carbonensis","species","284796","Early Albian","","112.03","109","49284"
"1186232","occ","","","152248","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","15259"
"1188017","occ","","","89990","Arcovenator escotae","species","285749","Late Campanian","","83.5","70.6","49429"
"1188025","occ","31327","","89990","Ampelosaurus atacis","species","65140","Late Campanian","","83.5","70.6","55429"
"1189694","occ","","","57894","Torvosaurus tanneri","species","53375","Kimmeridgian","Tithonian","157.3","145","49550"
"1190089","occ","","","153543","Gobipipus reshetovi","species","286808","Middle Campanian","","83.5","70.6","49615"
"1190284","occ","","","13937","Hongshanornis longicresta","species","119299","Barremian","","129.4","125","49682"
"1190582","occ","","","153694","Parvavis chuxiongensis","species","287262","Turonian","Santonian","93.9","83.6","49767"
"1190808","occ","","","153762","Xinjiangtitan shanshanesis","species","287380","Bathonian","Callovian","168.3","163.5","49813"
"1190910","occ","","","153809","Bohaiornis guoi","species","178341","Aptian","","125","113","49836"
"1191167","occ","31075","","130798","Gobivenator mongoliensis","species","287653","Campanian","","83.6","72.1","55067"
"1191673","occ","","","153997","Quetecsaurus rusconii","species","287943","Middle Turonian","Late Turonian","93.5","89.3","49910"
"1191912","occ","","","92421","Anchiornis huxleyi","species","155059","Late Bathonian","Early Kimmeridgian","167.7","150.8","35452"
"1192084","occ","","","153809","Parabohaiornis martini","species","288068","Aptian","","125","113","49948"
"1192095","occ","","","153809","Longusunguis kurochkini","species","288070","Aptian","","125","113","49948"
"1192141","occ","31331","","82783","Parapengornis eurycaudatus","species","321577","Early Aptian","","125.45","122.46","55440"
"1193100","occ","","","154181","Yongjinglong datangi","species","288220","Aptian","","125","113","49978"
"1193450","occ","32216","","154238","Gastonia burgei","species","63701","Barremian","","129.4","125","50085"
"1195295","occ","29732","","22650","Camarasaurus lentus","species","63764","Late Kimmeridgian","","155.7","150.8","19566"
"1196186","occ","29766","","154726","Torvosaurus gurneyi","species","289557","Late Kimmeridgian","Early Tithonian","155.7","145","50323"
"1197891","occ","","","48235","Anzu wyliei","species","290023","Lancian","","70.6","66","50440"
"1197990","occ","","","154928","Anzu wyliei","species","290023","Late Maastrichtian","","70.6","66","50440"
"1198062","occ","","","28459","Bonapartenykus ultimus","species","243260","Late Campanian","Early Maastrichtian","83.5","66","42494"
"1198531","occ","","","127678","Protoceratops andrewsi","species","52824","Campanian","","83.6","72.1","50510"
"1200020","occ","35047","","155221","Anodontosaurus inceptus","species","374253","Late Campanian","","83.5","70.6","66472"
"1200021","occ","","","155222","Anodontosaurus lambei","species","63440","Campanian","Early Maastrichtian","83.6","66","46759"
"1200022","occ","35048","","155224","Anodontosaurus inceptus","species","374253","Late Campanian","Early Maastrichtian","83.5","66","66472"
"1200023","occ","","","155226","Anodontosaurus lambei","species","63440","Late Campanian","Early Maastrichtian","83.5","66","46759"
"1200024","occ","33812","","155227","Anodontosaurus lambei","species","63440","Late Campanian","Early Maastrichtian","83.5","66","46759"
"1200025","occ","30442","","155228","Euoplocephalus tutus","species","52912","Late Campanian","","83.5","70.6","25127"
"1200164","occ","35038","","52476","Platypelta coombsi","species","374255","Campanian","","83.6","72.1","66472"
"1200166","occ","","","52475","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","13165"
"1200168","occ","","","52475","Lambeosaurus lambei","species","56724","Late Campanian","","83.5","70.6","12319"
"1200172","occ","35046","","155027","Platypelta coombsi","species","374255","Middle Campanian","Late Campanian","83.5","70.6","66472"
"1200174","occ","35037","","58759","Platypelta coombsi","species","374255","Late Campanian","","83.5","70.6","66472"
"1200187","occ","35049","","155267","Platypelta coombsi","species","374255","Late Campanian","","83.5","70.6","66472"
"1204592","occ","","","84301","Lythronax argestes","species","294660","Early Campanian","","83.5","70.6","51074"
"1204594","occ","","","155992","Teratophoneus curriei","species","176781","Late Campanian","","83.5","70.6","51074"
"1204611","occ","","","155994","Taohelong jinchengensis","species","294662","Early Cretaceous","","145","100.5","51075"
"1204690","occ","","","25074","Vahiny depereti","species","294730","Maastrichtian","","72.1","66","51085"
"1204691","occ","","","55271","Vahiny depereti","species","294730","Maastrichtian","","72.1","66","51085"
"1204746","occ","","","129475","Fortunguavis xiaotaizicus","species","294792","Aptian","","125","113","51094"
"1204813","occ","","","24899","Jinzhouornis zhangjiyingia","species","197822","Late Barremian","Early Aptian","130","122.46","51087"
"1204814","occ","","","156032","Jinzhouornis yixianensis","species","197821","Barremian","Early Aptian","129.4","122.46","51087"
"1204822","occ","","","52808","Evgenavis nobilis","species","294799","Barremian","Aptian","129.4","113","51098"
"1204823","occ","","","147070","Alioramus sinensis","species","294803","Maastrichtian","","72.1","66","51099"
"1205320","occ","","","106346","Tianyuornis cheni","species","294903","Early Aptian","","125.45","122.46","51132"
"1205594","occ","","","156241","Leinkupal laticauda","species","295115","Late Berriasian","Valanginian","145","132.9","51173"
"1205595","occ","35416","","156241","Bajadasaurus pronuspinax","species","381350","Late Berriasian","Valanginian","145","132.9","67852"
"1206289","occ","","","55708","Microraptor zhaoianus","species","68239","Aptian","","125","113","51254"
"1206354","occ","","","156414","Jinfengopteryx elegans","species","156162","Barremian","","129.4","125","51266"
"1206365","occ","","","156414","Jibeinia luanhera","species","197835","Barremian","","129.4","125","51266"
